"timestamp","symbol","bid","bid_qty","ask","ask_qty","last","volume","vwap","low","high","change","change_pct","ma_5","ma_14","ema_5","std_14","price_change","price_change_pct","max_14","min_14","vwap_diff","bid_ask_spread","log_return","momentum","volatility","cumulative_volume","volume_change","mean_bid_qty","mean_ask_qty"
"2025-04-22T06:30:00.000000Z","BTC/USD",88094.3,10.018318837499999,88094.4,0.0098839175,88094.4,6664.6034500999995,87578.1,86400.0,88800.6,611.7,0.7,88092.285,88120.40892857141,66070.8,123.24412889108454,-1173.600000000035,-1.3277850563087157,88387.8,88085.5,516.2999999999884,0.09999999999126885,0.0,5.724999999991269,80.740758351476,93376.23238176001,-1.4931000004025918E-4,9.810157443806197,1.2585519345305498
"2025-04-22T06:31:00.000000Z","BTC/USD",88102.6,12.3567316875,88102.7,0.7128639349999999,88102.7,6664.80245267,87578.1,86400.0,88800.6,620.0,0.71,88098.14,88091.89642857143,66075.9275,6.4156536880400035,-1142.5000000000146,-1.2925992048676567,88102.7,88085.5,524.0749999999935,1.6749999999919964,9.421267439848824E-5,7.775000000005093,2.19283394493387,93304.27417564002,0.025017807500034905,9.86449715297212,1.1060444699744152
"2025-04-22T06:32:00.000000Z","BTC/USD",88102.9,0.19053061666666668,88103.0,1.5487250799999999,88103.0,4998.70547455,87578.10000000002,86400.0,88800.6,620.3,0.71,88102.60666666667,88096.19285714284,66077.1275,6.379515207731908,-854.7000000000116,-0.9669886568055904,88103.0,88085.6,524.7999999999932,0.10000000000097013,3.405111185426524E-6,0.8999999999990299,2.1760395053833257,69979.36581408,-0.008036103333324718,9.369903092560387,1.132441570672486
"2025-04-22T06:33:00.000000Z","BTC/USD",88102.9,0.037266610000000006,88103.0,5.8512863175,88103.0,6664.91001202,87578.1,86400.0,88800.6,620.4,0.71,88102.94,88099.87857142856,66077.235,4.684957473725826,-1139.3000000000175,-1.2889787957161707,88103.0,88089.1,524.8749999999927,0.10000000000582077,-3.4095193709353724E-18,0.125,2.09445591076163,93307.02826138999,9.961249998013955E-5,8.149590544636059,1.4028385800887873
"2025-04-22T06:34:00.000000Z","BTC/USD",88102.9,1.3017305783333333,88103.0,4.117580778333333,88103.0,9976.50368613,87578.33333333333,86400.0,88800.6,647.2,0.74,88102.95333333332,88102.50833333332,66077.2125,2.9574275225321798,-1104.500000000029,-1.2494717245781795,88103.0,88094.4,524.6166666666637,0.10000000000582077,-3.4095193709353724E-18,-0.016666666667636793,1.7158157443740887,139889.46405900002,-0.5743315350000179,6.521099420701148,2.042553000900383
"2025-04-22T06:35:00.000000Z","BTC/USD",88100.0,0.03732475875,88100.1,12.852812781249998,88100.1,13292.28735467,87578.475,86400.0,88800.6,644.3,0.74,88101.2625,88102.29285714288,66075.0375,1.4113967607729505,107.29999999998836,0.12181220701268919,88103.0,88100.0,522.0625000000036,0.22500000000582077,-3.291656049474065E-5,-1.4499999999970896,0.5686067265405921,186291.60172901998,-0.20508016249999628,4.750693933166666,3.703330738458334
"2025-04-22T06:36:00.000000Z","BTC/USD",88075.0,0.021382543749999997,88075.1,18.14286637125,88075.0,26573.880498880004,87578.59375,86400.0,88800.6,701.9,0.8,88096.46125,88099.04553571431,66060.215,9.314187116043827,-110.29999999990105,-0.1251919344707228,88103.0,88075.0,515.1312500000004,1.6625000000058208,-2.8494378796815054E-4,-4.9375,3.615220945559767,372119.70098173,-0.03941123749999065,1.1898033828333332,10.150411929979164
"2025-04-22T06:37:00.000000Z","BTC/USD",88046.3,0.032188187,88046.5,18.057441864999998,88046.3,16605.029007569996,87578.69999999998,86400.0,88800.6,673.2,0.77,88072.19200000001,88081.95000000001,66041.1825,13.07924239520961,-354.8999999999796,-0.402830940705952,88100.1,88046.3,487.6900000000038,5.850000000004366,-3.259117466659183E-4,-10.730000000000292,7.9336822226169685,232487.70628478,-0.017701645000011014,0.08049727626666665,16.507841955766665
"2025-04-22T06:38:00.000000Z","BTC/USD",88010.1,0.02541787,88012.7,9.567438442857142,88010.1,11622.569695679998,87578.72857142858,86400.0,88800.6,637.1,0.73,88041.94571428571,88058.88877551022,66019.2225,20.626038625671463,-466.5000000000291,-0.5295113862980674,88085.6,88010.1,454.71428571428777,5.457142857134126,-4.112318610416746E-4,-15.914285714284883,10.649338118721483,162725.00527137,0.018323528571435026,0.024592151476190476,16.723908812238093
"2025-04-22T06:39:00.000000Z","BTC/USD",88002.8,0.8653767363636363,88002.9,5.945640665454547,88002.9,18266.02843546,87578.80000000003,86400.0,88800.6,629.8,0.72,88011.34363636364,88025.46103896105,66004.91,21.33389680909567,-927.6000000000204,-1.0529690591646685,88075.0,88002.9,429.9818181818171,0.7636363636278971,-8.181213892168214E-5,-6.990909090909884,10.652976915385997,255712.86125875998,-0.0016698854545583426,0.23177907381818177,13.658198584181816
